,id,age,Ethnicity,gender,i,response,reaction_time,accuracy,img_emotion,img_ethnicity,img_gender,img_trigger,res_trigger,acc_trigger
325,ah,40,Danish,Male,./final_images\BM16_SO_sad.jpg,e,333.54562929994427,correct,sad,black,male,30,100,130
326,ah,40,Danish,Male,./final_images\WM09_NO_neutral.jpg,e,334.17955520004034,neutral,neutral,white,male,40,100,140
327,ah,40,Danish,Male,./final_images\AM6_SC_sad.jpg,e,335.1145657999441,correct,sad,black,male,30,100,130
328,ah,40,Danish,Male,./final_images\WF10_HO_happy.jpg,i,335.9036350999959,correct,happy,white,female,20,200,220
329,ah,40,Danish,Male,./final_images\AM01_HO_happy.jpg,i,336.7436688998714,correct,happy,black,male,20,200,220
330,ah,40,Danish,Male,./final_images\BM17_HC_happy.jpg,i,337.44954949989915,correct,happy,black,male,20,200,220
331,ah,40,Danish,Male,./final_images\WF05_SO_sad.jpg,e,338.1815626998432,correct,sad,white,female,30,100,130
332,ah,40,Danish,Male,./final_images\WM03_NO_neutral.jpg,e,339.23955819988623,neutral,neutral,white,male,40,100,140
333,ah,40,Danish,Male,./final_images\WF08_NO_neutral.jpg,e,340.19950779993087,neutral,neutral,white,female,40,100,140
334,ah,40,Danish,Male,./final_images\AF09_HO_happy.jpg,e,340.9415947999805,incorrect,happy,black,female,20,100,50
335,ah,40,Danish,Male,./final_images\WM01_NO_neutral.jpg,e,342.10563749982975,neutral,neutral,white,male,40,100,140
336,ah,40,Danish,Male,./final_images\BF02_HC_happy.jpg,i,343.30960109992884,correct,happy,black,female,20,200,220
337,ah,40,Danish,Male,./final_images\WF05_HC_happy.jpg,i,343.9286253999453,correct,happy,white,female,20,200,220
338,ah,40,Danish,Male,./final_images\AM03_HC_happy.jpg,i,344.5775587998796,correct,happy,black,male,20,200,220
339,ah,40,Danish,Male,./final_images\WM05_HO_happy.jpg,i,345.30969789996743,correct,happy,white,male,20,200,220
340,ah,40,Danish,Male,./final_images\WM06_NC_neutral.jpg,e,346.32060520001687,neutral,neutral,white,male,40,100,140
341,ah,40,Danish,Male,./final_images\BM08_NO_neutral.jpg,e,347.2077066998463,neutral,neutral,black,male,40,100,140
342,ah,40,Danish,Male,./final_images\BF07_HC_happy.jpg,i,348.0385441998951,correct,happy,black,female,20,200,220
343,ah,40,Danish,Male,./final_images\WF11_SO_sad.jpg,e,348.8594714999199,correct,sad,white,female,30,100,130
344,ah,40,Danish,Male,./final_images\WF15_HO_happy.jpg,i,349.77958309999667,correct,happy,white,female,20,200,220
345,ah,40,Danish,Male,./final_images\BF07_NO_neutral.jpg,e,350.6005698000081,neutral,neutral,black,female,40,100,140
346,ah,40,Danish,Male,./final_images\BF20_SO_sad.jpg,e,351.4014883998316,correct,sad,black,female,30,100,130
347,ah,40,Danish,Male,./final_images\AF12_HO_happy.jpg,i,352.26256669987924,correct,happy,black,female,20,200,220
348,ah,40,Danish,Male,./final_images\BF16_HC_happy.jpg,i,353.0135083999485,correct,happy,black,female,20,200,220
349,ah,40,Danish,Male,./final_images\BM02_NC_neutral.jpg,i,354.1285260999575,neutral,neutral,black,male,40,200,140
350,ah,40,Danish,Male,./final_images\BM14_NC_neutral.jpg,i,354.9305471999105,neutral,neutral,black,male,40,200,140
351,ah,40,Danish,Male,./final_images\BM16_HO_happy.jpg,i,355.7006248999387,correct,happy,black,male,20,200,220
352,ah,40,Danish,Male,./final_images\AM07_SO_sad.jpg,e,356.47653129999526,correct,sad,black,male,30,100,130
353,ah,40,Danish,Male,./final_images\WM06_NO_neutral.jpg,i,357.59554959996603,neutral,neutral,white,male,40,200,140
354,ah,40,Danish,Male,./final_images\WF03_NO_neutral.jpg,e,358.5265030998271,neutral,neutral,white,female,40,100,140
355,ah,40,Danish,Male,./final_images\BM05_SO_sad.jpg,e,359.40462039993145,correct,sad,black,male,30,100,130
356,ah,40,Danish,Male,./final_images\WF13_SC_sad.jpg,e,360.6466395999305,correct,sad,white,female,30,100,130
